Channel			  :,CH2
Frequency			  :,F=1.886MHz
Period 			  :,T=  ?
PK-PK				  :,Vpp=5.680V
Average			  :,V=3.598V
Vertical pos		  :,-4000.00mV
Probe attenuation	  :,10X
Voltage per ADC value:,80.00mV
Time interval		  :,0.08uS

index,CH2_Voltage(mV)
0,4800.00
1,4800.00
2,4800.00
3,4800.00
4,4800.00
5,4800.00
6,4800.00
7,4800.00
8,4880.00
9,4800.00
10,4720.00
11,4800.00
12,4720.00
13,4800.00
14,4720.00
15,4800.00
16,4800.00
17,4800.00
18,4720.00
19,4880.00
20,4720.00
21,4880.00
22,4800.00
23,4720.00
24,4720.00
25,4800.00
26,4800.00
27,4800.00
28,4880.00
29,4720.00
30,4800.00
31,4800.00
32,4800.00
33,4880.00
34,4720.00
35,4800.00
36,4800.00
37,4800.00
38,4800.00
39,4880.00
40,4880.00
41,4800.00
42,4880.00
43,4720.00
44,4800.00
45,4800.00
46,4800.00
47,4800.00
48,4880.00
49,4880.00
50,4800.00
51,4880.00
52,4800.00
53,4880.00
54,4800.00
55,4880.00
56,4880.00
57,4880.00
58,4800.00
59,4880.00
60,4800.00
61,4880.00
62,4800.00
63,4800.00
64,4800.00
65,4800.00
66,4720.00
67,4720.00
68,4800.00
69,4880.00
70,4720.00
71,4720.00
72,4800.00
73,4880.00
74,4720.00
75,4720.00
76,4800.00
77,4720.00
78,4800.00
79,4720.00
80,4800.00
81,4800.00
82,4800.00
83,4880.00
84,4720.00
85,4800.00
86,4800.00
87,4800.00
88,4800.00
89,4800.00
90,4880.00
91,4800.00
92,4800.00
93,4880.00
94,4800.00
95,4800.00
96,4800.00
97,4800.00
98,4800.00
99,4880.00
100,4800.00
101,4720.00
102,4800.00
103,4800.00
104,4880.00
105,4880.00
106,4720.00
107,4880.00
108,4800.00
109,4880.00
110,4880.00
111,4800.00
112,4880.00
113,4880.00
114,4880.00
115,4800.00
116,4800.00
117,4880.00
118,4800.00
119,4800.00
120,4720.00
121,4720.00
122,4800.00
123,4720.00
124,4720.00
125,4800.00
126,4800.00
127,4800.00
128,4800.00
129,4720.00
130,4800.00
131,4720.00
132,4800.00
133,4800.00
134,4800.00
135,4880.00
136,4800.00
137,4800.00
138,4880.00
139,4800.00
140,4880.00
141,4800.00
142,4800.00
143,4800.00
144,4800.00
145,4800.00
146,4800.00
147,4800.00
148,4800.00
149,4880.00
150,4800.00
151,4720.00
152,4800.00
153,4800.00
154,4720.00
155,4800.00
156,4800.00
157,4800.00
158,4800.00
159,4880.00
160,4800.00
161,4880.00
162,4800.00
163,4800.00
164,4800.00
165,4720.00
166,4800.00
167,4800.00
168,4800.00
169,4800.00
170,4800.00
171,4720.00
172,4800.00
173,4800.00
174,4800.00
175,4800.00
176,4880.00
177,4800.00
178,4800.00
179,4800.00
180,4800.00
181,4800.00
182,4800.00
183,4800.00
184,4800.00
185,4800.00
186,4800.00
187,4880.00
188,4800.00
189,4800.00
190,4800.00
191,4880.00
192,4720.00
193,4800.00
194,4800.00
195,4800.00
196,4800.00
197,4800.00
198,4880.00
199,4800.00
200,4800.00
201,4880.00
202,4800.00
203,4800.00
204,4800.00
205,4880.00
206,4800.00
207,4800.00
208,4800.00
209,4880.00
210,4880.00
211,4720.00
212,4800.00
213,4800.00
214,4800.00
215,4800.00
216,4880.00
217,4880.00
218,4800.00
219,4720.00
220,4720.00
221,4640.00
222,4800.00
223,4720.00
224,4800.00
225,4800.00
226,4800.00
227,4800.00
228,4720.00
229,4800.00
230,4800.00
231,4880.00
232,4800.00
233,4800.00
234,4880.00
235,4720.00
236,4800.00
237,4800.00
238,4800.00
239,4800.00
240,4720.00
241,4720.00
242,4800.00
243,4720.00
244,4800.00
245,4800.00
246,4800.00
247,4800.00
248,4800.00
249,4800.00
250,4880.00
251,4800.00
252,4800.00
253,4800.00
254,4800.00
255,4800.00
256,4800.00
257,4800.00
258,4800.00
259,4800.00
260,4720.00
261,4880.00
262,4880.00
263,4800.00
264,4800.00
265,4800.00
266,4880.00
267,4800.00
268,4800.00
269,4800.00
270,4800.00
271,4800.00
272,4880.00
273,4880.00
274,4800.00
275,4800.00
276,4800.00
277,4800.00
278,4720.00
279,4800.00
280,4800.00
281,4800.00
282,4800.00
283,4800.00
284,4800.00
285,4800.00
286,4800.00
287,4720.00
288,4800.00
289,4800.00
290,4800.00
291,4800.00
292,4720.00
293,4800.00
294,4880.00
295,4800.00
296,4800.00
297,4880.00
298,4800.00
299,4800.00
300,4800.00
301,4800.00
302,4800.00
303,4800.00
304,4800.00
305,4800.00
306,4800.00
307,4800.00
308,4800.00
309,4720.00
310,4800.00
311,4800.00
312,4880.00
313,4800.00
314,4800.00
315,4800.00
316,4880.00
317,4880.00
318,4880.00
319,4800.00
320,4880.00
321,4800.00
322,4800.00
323,4800.00
324,4800.00
325,4800.00
326,4800.00
327,4880.00
328,4800.00
329,4720.00
330,4880.00
331,4800.00
332,4880.00
333,4720.00
334,4720.00
335,4800.00
336,4800.00
337,4800.00
338,4800.00
339,4720.00
340,4960.00
341,4800.00
342,4720.00
343,4800.00
344,4880.00
345,4800.00
346,4800.00
347,4800.00
348,4800.00
349,4880.00
350,4720.00
351,4800.00
352,4720.00
353,4720.00
354,4800.00
355,4880.00
356,4800.00
357,4880.00
358,4720.00
359,4800.00
360,4800.00
361,4800.00
362,4800.00
363,4880.00
364,160.00
365,0.00
366,0.00
367,0.00
368,0.00
369,80.00
370,160.00
371,0.00
372,0.00
373,160.00
374,0.00
375,80.00
376,4080.00
377,4800.00
378,4800.00
379,4880.00
380,4880.00
381,4800.00
382,4960.00
383,4800.00
384,4800.00
385,4800.00
386,4880.00
387,4800.00
388,4800.00
389,4800.00
390,4800.00
391,4720.00
392,4720.00
393,4720.00
394,4880.00
395,4800.00
396,4800.00
397,4800.00
398,4800.00
399,4800.00
400,4800.00
401,4800.00
402,4720.00
403,4800.00
404,4800.00
405,4800.00
406,4880.00
407,4800.00
408,4720.00
409,4800.00
410,4880.00
411,4800.00
412,4800.00
413,4880.00
414,4880.00
415,4800.00
416,4880.00
417,4800.00
418,4800.00
419,4800.00
420,4720.00
421,4720.00
422,4800.00
423,4880.00
424,4720.00
425,4720.00
426,4800.00
427,0.00
428,80.00
429,80.00
430,0.00
431,0.00
432,0.00
433,0.00
434,0.00
435,0.00
436,0.00
437,160.00
438,160.00
439,4720.00
440,4800.00
441,4800.00
442,4880.00
443,4800.00
444,4880.00
445,4800.00
446,4720.00
447,4720.00
448,4800.00
449,4880.00
450,4800.00
451,4880.00
452,4880.00
453,4880.00
454,4880.00
455,4800.00
456,4800.00
457,4880.00
458,4880.00
459,4800.00
460,4800.00
461,4800.00
462,4800.00
463,4800.00
464,4720.00
465,4880.00
466,4880.00
467,4800.00
468,4800.00
469,4800.00
470,4880.00
471,4800.00
472,4800.00
473,4800.00
474,4800.00
475,4800.00
476,4800.00
477,4720.00
478,4800.00
479,4720.00
480,4800.00
481,4800.00
482,4880.00
483,4800.00
484,4800.00
485,4880.00
486,4800.00
487,4800.00
488,4800.00
489,4800.00
490,4800.00
491,4800.00
492,4880.00
493,4880.00
494,4800.00
495,4800.00
496,4800.00
497,4800.00
498,4800.00
499,4880.00
500,4800.00
501,4800.00
502,4880.00
503,4800.00
504,4800.00
505,4800.00
506,4720.00
507,4800.00
508,4800.00
509,4800.00
510,4800.00
511,4880.00
512,4800.00
513,4800.00
514,4800.00
515,4800.00
516,4880.00
517,4800.00
518,4800.00
519,4720.00
520,4800.00
521,4800.00
522,4800.00
523,4800.00
524,4800.00
525,4800.00
526,4800.00
527,4800.00
528,4880.00
529,4800.00
530,4720.00
531,4800.00
532,4880.00
533,4880.00
534,4720.00
535,4720.00
536,4800.00
537,4880.00
538,4800.00
539,4880.00
540,4880.00
541,320.00
542,0.00
543,0.00
544,0.00
545,0.00
546,0.00
547,80.00
548,80.00
549,0.00
550,160.00
551,0.00
552,80.00
553,4160.00
554,4800.00
555,4880.00
556,4880.00
557,4880.00
558,4880.00
559,4800.00
560,4800.00
561,4880.00
562,4800.00
563,4880.00
564,4800.00
565,4880.00
566,4800.00
567,4800.00
568,4880.00
569,4800.00
570,4800.00
571,4720.00
572,4800.00
573,4720.00
574,4880.00
575,4800.00
576,4800.00
577,4800.00
578,4800.00
579,0.00
580,0.00
581,0.00
582,80.00
583,0.00
584,80.00
585,80.00
586,160.00
587,0.00
588,80.00
589,80.00
590,80.00
591,4400.00
592,4800.00
593,4800.00
594,4800.00
595,4800.00
596,4880.00
597,4880.00
598,4800.00
599,4880.00
600,4880.00
601,4800.00
602,4800.00
603,4800.00
604,4880.00
605,4800.00
606,4800.00
607,4800.00
608,4800.00
609,4800.00
610,4720.00
611,4800.00
612,4880.00
613,4800.00
614,4800.00
615,4800.00
616,4720.00
617,4800.00
618,4800.00
619,4800.00
620,4720.00
621,4720.00
622,4720.00
623,4800.00
624,4800.00
625,4800.00
626,4720.00
627,4800.00
628,4800.00
629,4800.00
630,4720.00
631,4800.00
632,4800.00
633,4800.00
634,4720.00
635,4800.00
636,4800.00
637,4800.00
638,4800.00
639,4800.00
640,4880.00
641,4800.00
642,4720.00
643,4880.00
644,4720.00
645,4720.00
646,4800.00
647,4800.00
648,4800.00
649,4800.00
650,4800.00
651,4800.00
652,4800.00
653,4800.00
654,4800.00
655,4880.00
656,80.00
657,0.00
658,0.00
659,160.00
660,80.00
661,160.00
662,80.00
663,80.00
664,240.00
665,80.00
666,80.00
667,80.00
668,4720.00
669,4880.00
670,4800.00
671,4800.00
672,4800.00
673,4880.00
674,4800.00
675,4800.00
676,4800.00
677,4800.00
678,4800.00
679,4880.00
680,4800.00
681,4720.00
682,4800.00
683,4880.00
684,4800.00
685,4800.00
686,4880.00
687,4880.00
688,4880.00
689,4800.00
690,4800.00
691,4800.00
692,4800.00
693,4880.00
694,4880.00
695,4800.00
696,4800.00
697,4880.00
698,4800.00
699,4800.00
700,4800.00
701,4880.00
702,4880.00
703,4800.00
704,4800.00
705,4800.00
706,4880.00
707,4800.00
708,4800.00
709,4880.00
710,4880.00
711,4800.00
712,4800.00
713,4800.00
714,4800.00
715,4800.00
716,4800.00
717,4640.00
718,4800.00
719,4720.00
720,4720.00
721,4720.00
722,4880.00
723,4800.00
724,4720.00
725,4720.00
726,4880.00
727,4880.00
728,4800.00
729,4880.00
730,4720.00
731,4800.00
732,4800.00
733,4800.00
734,4880.00
735,4800.00
736,4720.00
737,4720.00
738,4800.00
739,4880.00
740,4880.00
741,4800.00
742,4880.00
743,4800.00
744,4800.00
745,4800.00
746,4880.00
747,4880.00
748,4800.00
749,4880.00
750,4800.00
751,4800.00
752,4880.00
753,4800.00
754,4800.00
755,4800.00
756,4800.00
757,4800.00
758,4800.00
759,4720.00
760,4800.00
761,4880.00
762,4800.00
763,4800.00
764,4720.00
765,4800.00
766,4720.00
767,4720.00
768,4720.00
769,4720.00
770,4800.00
771,4720.00
772,4800.00
773,4800.00
774,4800.00
775,4800.00
776,4720.00
777,4800.00
778,4800.00
779,4880.00
780,4800.00
781,4800.00
782,4800.00
783,-80.00
784,0.00
785,0.00
786,0.00
787,160.00
788,0.00
789,80.00
790,80.00
791,80.00
792,80.00
793,160.00
794,160.00
795,4800.00
796,4880.00
797,4880.00
798,4880.00
799,4800.00
800,4800.00
801,4800.00
802,4800.00
803,4880.00
804,4800.00
805,4800.00
806,4800.00
807,4800.00
808,4800.00
809,4880.00
810,4800.00
811,4800.00
812,4800.00
813,4800.00
814,4800.00
815,4720.00
816,4800.00
817,4800.00
818,4800.00
819,4720.00
820,4800.00
821,4800.00
822,4880.00
823,-720.00
824,0.00
825,0.00
826,0.00
827,0.00
828,0.00
829,160.00
830,80.00
831,0.00
832,80.00
833,80.00
834,160.00
835,3680.00
836,4880.00
837,4880.00
838,4800.00
839,4800.00
840,4880.00
841,4800.00
842,4800.00
843,4880.00
844,4800.00
845,4880.00
846,4880.00
847,4880.00
848,4880.00
849,4880.00
850,4800.00
851,4800.00
852,4800.00
853,4800.00
854,4800.00
855,4880.00
856,4800.00
857,4720.00
858,4800.00
859,4880.00
860,4800.00
861,4880.00
862,4800.00
863,4800.00
864,4800.00
865,4800.00
866,4800.00
867,4800.00
868,4800.00
869,4800.00
870,4800.00
871,4800.00
872,4800.00
873,4800.00
874,4720.00
875,4880.00
876,4880.00
877,4800.00
878,4800.00
879,4880.00
880,4800.00
881,4800.00
882,4880.00
883,4880.00
884,4800.00
885,4800.00
886,4800.00
887,4800.00
888,4800.00
889,4880.00
890,4800.00
891,4880.00
892,4800.00
893,4800.00
894,4880.00
895,4800.00
896,4800.00
897,4800.00
898,4800.00
899,4800.00
900,4880.00
901,4800.00
902,4800.00
903,4800.00
904,4800.00
905,4880.00
906,4800.00
907,4720.00
908,4800.00
909,4880.00
910,4880.00
911,4800.00
912,4800.00
913,4800.00
914,4800.00
915,4800.00
916,4800.00
917,4800.00
918,4800.00
919,4800.00
920,4880.00
921,4720.00
922,4800.00
923,4800.00
924,4720.00
925,4720.00
926,4800.00
927,4720.00
928,4720.00
929,4640.00
930,4800.00
931,4800.00
932,4800.00
933,4720.00
934,4800.00
935,4880.00
936,4800.00
937,4800.00
938,4800.00
939,4800.00
940,4880.00
941,4720.00
942,4800.00
943,4720.00
944,4720.00
945,4720.00
946,4880.00
947,4800.00
948,4720.00
949,4880.00
950,4800.00
951,4800.00
952,4800.00
953,4800.00
954,4720.00
955,4720.00
956,4720.00
957,4880.00
958,4800.00
959,4880.00
960,4800.00
961,4720.00
962,4800.00
963,4800.00
964,480.00
965,0.00
966,0.00
967,80.00
968,80.00
969,0.00
970,0.00
971,80.00
972,0.00
973,0.00
974,160.00
975,0.00
976,3440.00
977,4720.00
978,4800.00
979,4800.00
980,4800.00
981,4800.00
982,4880.00
983,4880.00
984,4720.00
985,4880.00
986,4800.00
987,4880.00
988,4800.00
989,4800.00
990,4800.00
991,4720.00
992,4720.00
993,4800.00
994,4800.00
995,4800.00
996,4800.00
997,4720.00
998,4800.00
999,4880.00
1000,4800.00
1001,4800.00
1002,4880.00
1003,4800.00
1004,4800.00
1005,4880.00
1006,4800.00
1007,4800.00
1008,4800.00
1009,4800.00
1010,4720.00
1011,4800.00
1012,0.00
1013,0.00
1014,0.00
1015,0.00
1016,160.00
1017,240.00
1018,80.00
1019,80.00
1020,0.00
1021,80.00
1022,80.00
1023,80.00
1024,4800.00
1025,4720.00
1026,4800.00
1027,4880.00
1028,4880.00
1029,4800.00
1030,4880.00
1031,4880.00
1032,4800.00
1033,4800.00
1034,4800.00
1035,4800.00
1036,4720.00
1037,4800.00
1038,4800.00
1039,4800.00
1040,4880.00
1041,4800.00
1042,4800.00
1043,4800.00
1044,4800.00
1045,4800.00
1046,4800.00
1047,4880.00
1048,4800.00
1049,4800.00
1050,4960.00
1051,4800.00
1052,4800.00
1053,4720.00
1054,4800.00
1055,4800.00
1056,4880.00
1057,4800.00
1058,4880.00
1059,4880.00
1060,4800.00
1061,4800.00
1062,4800.00
1063,4720.00
1064,4800.00
1065,4800.00
1066,4960.00
1067,80.00
1068,160.00
1069,80.00
1070,0.00
1071,0.00
1072,0.00
1073,80.00
1074,160.00
1075,80.00
1076,0.00
1077,0.00
1078,80.00
1079,4800.00
1080,4800.00
1081,4800.00
1082,4880.00
1083,4880.00
1084,4800.00
1085,4800.00
1086,4800.00
1087,4800.00
1088,4800.00
1089,4800.00
1090,4800.00
1091,4880.00
1092,4800.00
1093,4800.00
1094,4880.00
1095,4800.00
1096,4800.00
1097,4880.00
1098,4800.00
1099,4720.00
1100,4880.00
1101,4880.00
1102,4800.00
1103,4800.00
1104,4800.00
1105,4800.00
1106,4880.00
1107,4880.00
1108,4800.00
1109,4800.00
1110,0.00
1111,0.00
1112,240.00
1113,80.00
1114,80.00
1115,160.00
1116,80.00
1117,80.00
1118,0.00
1119,80.00
1120,160.00
1121,0.00
1122,4480.00
1123,4800.00
1124,4880.00
1125,4800.00
1126,4880.00
1127,4880.00
1128,4800.00
1129,4880.00
1130,4880.00
1131,4800.00
1132,4800.00
1133,4720.00
1134,4880.00
1135,4800.00
1136,4800.00
1137,4880.00
1138,4720.00
1139,4800.00
1140,4800.00
1141,4800.00
1142,4800.00
1143,4720.00
1144,4800.00
1145,4800.00
1146,4800.00
1147,4800.00
1148,4880.00
1149,4720.00
1150,4880.00
1151,4720.00
1152,4720.00
1153,4800.00
1154,4800.00
1155,4800.00
1156,4800.00
1157,4880.00
1158,4880.00
1159,4880.00
1160,4800.00
1161,4800.00
1162,4800.00
1163,4720.00
1164,4720.00
1165,4800.00
1166,4800.00
1167,4880.00
1168,4800.00
1169,4880.00
1170,4800.00
1171,4800.00
1172,4880.00
1173,4800.00
1174,4720.00
1175,4720.00
1176,4800.00
1177,4800.00
1178,4720.00
1179,4800.00
1180,4800.00
1181,4720.00
1182,4720.00
1183,4800.00
1184,4800.00
1185,4800.00
1186,4720.00
1187,4720.00
1188,4800.00
1189,4800.00
1190,4800.00
1191,4880.00
1192,4800.00
1193,4720.00
1194,4720.00
1195,4800.00
1196,4800.00
1197,4880.00
1198,1840.00
1199,0.00
1200,160.00
1201,240.00
1202,80.00
1203,160.00
1204,160.00
1205,0.00
1206,0.00
1207,80.00
1208,3040.00
1209,4800.00
1210,4880.00
1211,4800.00
1212,4800.00
1213,4720.00
1214,4880.00
1215,4800.00
1216,4800.00
1217,4800.00
1218,4880.00
1219,4720.00
1220,4720.00
1221,4800.00
1222,4800.00
1223,4880.00
1224,4800.00
1225,4800.00
1226,4880.00
1227,4800.00
1228,4720.00
1229,4800.00
1230,4800.00
1231,4720.00
1232,4800.00
1233,4880.00
1234,4800.00
1235,4720.00
1236,4800.00
1237,-80.00
1238,0.00
1239,0.00
1240,0.00
1241,0.00
1242,0.00
1243,0.00
1244,80.00
1245,160.00
1246,160.00
1247,0.00
1248,240.00
1249,4880.00
1250,4880.00
1251,4800.00
1252,4880.00
1253,4800.00
1254,4800.00
1255,4880.00
1256,4880.00
1257,4880.00
1258,4880.00
1259,4880.00
1260,4880.00
1261,4800.00
1262,4880.00
1263,4800.00
1264,4720.00
1265,4800.00
1266,4800.00
1267,4800.00
1268,4800.00
1269,4800.00
1270,4800.00
1271,4800.00
1272,4800.00
1273,4800.00
1274,4880.00
1275,4880.00
1276,4880.00
1277,4800.00
1278,4800.00
1279,4880.00
1280,4880.00
1281,4720.00
1282,4800.00
1283,4640.00
1284,4800.00
1285,4880.00
1286,4880.00
1287,4800.00
1288,4800.00
1289,4800.00
1290,4800.00
1291,4800.00
1292,4800.00
1293,4800.00
1294,4800.00
1295,4800.00
1296,4720.00
1297,4720.00
1298,4800.00
1299,4880.00
1300,4800.00
1301,4880.00
1302,4800.00
1303,4800.00
1304,4800.00
1305,4880.00
1306,4720.00
1307,4800.00
1308,4880.00
1309,4800.00
1310,4800.00
1311,4800.00
1312,4880.00
1313,4880.00
1314,4720.00
1315,4800.00
1316,4800.00
1317,4800.00
1318,4880.00
1319,4880.00
1320,4880.00
1321,4800.00
1322,4800.00
1323,4880.00
1324,4720.00
1325,4800.00
1326,4800.00
1327,4880.00
1328,4800.00
1329,4800.00
1330,4800.00
1331,4880.00
1332,4800.00
1333,4720.00
1334,4880.00
1335,4880.00
1336,4720.00
1337,4880.00
1338,4640.00
1339,4800.00
1340,4800.00
1341,4800.00
1342,4800.00
1343,4800.00
1344,4800.00
1345,4800.00
1346,4800.00
1347,4800.00
1348,4720.00
1349,4800.00
1350,4800.00
1351,4800.00
1352,4800.00
1353,4800.00
1354,4880.00
1355,4800.00
1356,4800.00
1357,4880.00
1358,4800.00
1359,4800.00
1360,4800.00
1361,4720.00
1362,4800.00
1363,4800.00
1364,4800.00
1365,4800.00
1366,4720.00
1367,4880.00
1368,4800.00
1369,4800.00
1370,4800.00
1371,4800.00
