index,CH2_Voltage(mV)
1887,4880.00
1888,4800.00
1889,4800.00
1890,4880.00
1891,4800.00
1892,4800.00
1893,4800.00
1894,4880.00
1895,4800.00
1896,4800.00
1897,4800.00
1898,4800.00
1899,4800.00
1900,4800.00
1901,4800.00
1902,4800.00
1903,80.00
1904,0.00
1905,3680.00
1906,4800.00
1907,4800.00
1908,4800.00
1909,4800.00
1910,80.00
1911,80.00
1912,4800.00
1913,4880.00
1914,4720.00
1915,4720.00
1916,4800.00
1917,4800.00
1918,4800.00
1919,4800.00
1920,4800.00
1921,4880.00
1922,4720.00
1923,4800.00
1924,4720.00
1925,4800.00
1926,4800.00
1927,4800.00
1928,4800.00
1929,4800.00
1930,4800.00
1931,4800.00
1932,4800.00
1933,4800.00
1934,4800.00
1935,4800.00
1936,4800.00
1937,0.00
1938,80.00
1939,4800.00
1940,4800.00
1941,4880.00
1942,4800.00
1943,4800.00
1944,4800.00
1945,4800.00
1946,0.00
1947,0.00
1948,4800.00
1949,4800.00
1950,4800.00
1951,4800.00
1952,80.00
1953,160.00
1954,80.00
1955,4800.00
1956,4800.00
1957,4720.00
1958,4800.00
1959,4880.00
1960,4800.00
1961,4720.00
1962,4800.00
1963,4800.00
1964,4800.00
1965,4800.00
1966,4800.00
1967,4800.00
1968,0.00
1969,0.00
1970,4800.00
1971,4880.00
1972,4880.00
1973,4800.00
1974,4800.00
1975,4880.00
1976,4800.00
1977,4800.00
1978,4800.00
1979,4800.00
1980,4800.00
1981,4640.00
1982,4800.00
1983,4800.00
1984,4720.00
1985,4800.00
1986,4800.00
1987,4800.00
1988,4800.00
1989,4800.00
1990,0.00
1991,0.00
1992,160.00
1993,4800.00
1994,4800.00
1995,4880.00
1996,4800.00
1997,4800.00
1998,4800.00
1999,4800.00
2000,4800.00
2001,4800.00
2002,0.00
2003,0.00
2004,4800.00
2005,4800.00
2006,4880.00
2007,4800.00
2008,4800.00
2009,4800.00
2010,4800.00
2011,4800.00
2012,4800.00
2013,4880.00
2014,4800.00
2015,4800.00
2016,4800.00
2017,4800.00
2018,4800.00
2019,4800.00
2020,4800.00
2021,4800.00
2022,4880.00
2023,4800.00
2024,80.00
2025,160.00
2026,1680.00
2027,4800.00
2028,4880.00
2029,4800.00
2030,4800.00
2031,4800.00
2032,4800.00
2033,400.00
2034,80.00
2035,0.00
2036,4800.00
2037,4800.00
2038,4720.00
2039,4800.00
2040,4800.00
2041,4800.00
2042,4880.00
2043,4800.00
2044,80.00
2045,0.00
2046,0.00
2047,4800.00
2048,4880.00
2049,4800.00
2050,4800.00
2051,4800.00
2052,4880.00
2053,4800.00
2054,4800.00
2055,4800.00
2056,4800.00
2057,4800.00
2058,0.00
2059,0.00
2060,80.00
2061,4800.00
2062,4800.00
2063,4800.00
2064,4800.00
2065,80.00
2066,0.00
2067,0.00
2068,4800.00
2069,4720.00
2070,4800.00
2071,4800.00
2072,4800.00
2073,0.00
2074,160.00
2075,80.00
2076,4800.00
2077,4800.00
2078,4800.00
2079,4720.00
2080,4800.00
2081,80.00
2082,0.00
2083,4800.00
2084,4800.00
2085,4800.00
2086,4800.00
2087,4800.00
2088,4800.00
2089,4800.00
2090,4720.00
2091,4800.00
2092,4880.00
2093,4800.00
2094,4800.00
2095,4800.00
2096,4800.00
2097,4800.00
2098,4800.00
2099,0.00
2100,0.00
2101,4800.00
2102,4800.00
2103,4800.00
2104,4800.00
2105,4800.00
2106,4800.00
2107,4880.00
2108,4800.00
2109,4800.00
2110,4800.00
2111,4800.00
2112,4800.00
2113,4800.00
2114,4800.00
2115,4880.00
2116,720.00
2117,80.00
2118,80.00
2119,4800.00
2120,4800.00
2121,4800.00
2122,4800.00
2123,4800.00
2124,4800.00
2125,0.00
2126,0.00
2127,80.00
2128,4800.00
2129,4880.00
2130,4800.00
2131,4800.00
2132,0.00
2133,80.00
2134,4800.00
2135,4800.00
2136,4800.00
2137,4800.00
2138,4800.00
2139,4880.00
2140,4800.00
2141,0.00
2142,80.00
2143,4880.00
2144,4800.00
2145,4800.00
2146,4800.00
2147,4800.00
2148,4720.00
2149,4800.00
2150,4800.00
2151,4800.00
2152,4800.00
2153,4800.00
2154,4800.00
2155,4800.00
2156,4720.00
2157,4800.00
2158,4800.00
2159,4800.00
2160,0.00
2161,80.00
2162,4800.00
2163,4880.00
2164,4880.00
2165,4800.00
2166,4800.00
2167,4800.00
2168,4800.00
2169,0.00
2170,80.00
2171,4880.00
2172,4880.00
2173,4800.00
2174,4800.00
2175,4800.00
2176,4720.00
2177,4800.00
2178,160.00
2179,0.00
2180,4800.00
2181,4800.00
2182,4800.00
2183,4800.00
2184,4800.00
2185,4800.00
2186,4800.00
2187,4800.00
2188,4800.00
2189,4800.00
2190,4800.00
2191,4800.00
2192,4880.00
2193,4720.00
2194,4800.00
2195,4800.00
2196,4800.00
2197,4800.00
2198,4800.00
2199,80.00
2200,80.00
2201,4800.00
2202,4800.00
2203,4800.00
2204,4720.00
2205,4800.00
2206,-400.00
2207,0.00
2208,160.00
2209,4800.00
2210,4880.00
2211,4800.00
2212,4800.00
2213,4800.00
2214,4800.00
2215,4800.00
2216,4800.00
2217,4800.00
2218,4800.00
2219,4800.00
2220,4720.00
2221,4800.00
2222,4800.00
2223,4800.00
2224,0.00
2225,0.00
2226,0.00
2227,4800.00
2228,4800.00
2229,4800.00
2230,4800.00
2231,4800.00
2232,4800.00
2233,4800.00
2234,0.00
2235,0.00
2236,4800.00
2237,4800.00
2238,4800.00
2239,4800.00
2240,4800.00
2241,4800.00
2242,4800.00
2243,0.00
2244,160.00
2245,0.00
2246,4880.00
2247,4880.00
2248,4800.00
2249,4800.00
2250,0.00
2251,80.00
2252,4800.00
2253,4800.00
2254,4800.00
2255,4800.00
2256,4800.00
2257,4800.00
2258,4800.00
2259,4800.00
2260,4720.00
2261,4800.00
2262,4800.00
2263,0.00
2264,80.00
2265,160.00
2266,4800.00
2267,4800.00
2268,4800.00
2269,4880.00
2270,4800.00
2271,4800.00
2272,4880.00
2273,4800.00
2274,4800.00
2275,4800.00
2276,4720.00
2277,0.00
2278,80.00
2279,4800.00
2280,4880.00
2281,4800.00
2282,4800.00
2283,4880.00
2284,4800.00
2285,4880.00
2286,4880.00
2287,4800.00
2288,4800.00
2289,4800.00
2290,4800.00
2291,4800.00
2292,4800.00
2293,4800.00
2294,4720.00
2295,4800.00
2296,80.00
2297,160.00
2298,4720.00
2299,4880.00
2300,4800.00
2301,4720.00
2302,4800.00
2303,4800.00
2304,0.00
2305,80.00
2306,0.00
2307,4800.00
2308,4800.00
2309,4800.00
2310,4800.00
2311,4800.00
2312,4800.00
2313,4800.00
2314,0.00
2315,80.00
2316,320.00
2317,4800.00
2318,4800.00
2319,4800.00
2320,4800.00
2321,4800.00
2322,4800.00
2323,4800.00
2324,4800.00
2325,4800.00
2326,4800.00
2327,160.00
2328,0.00
2329,4800.00
2330,4800.00
2331,4800.00
2332,4800.00
2333,4800.00
2334,4800.00
2335,4800.00
2336,4800.00
2337,4800.00
2338,4800.00
2339,4800.00
2340,4800.00
2341,4720.00
2342,4880.00
2343,4800.00
2344,4800.00
2345,0.00
2346,0.00
2347,0.00
2348,4800.00
2349,4800.00
2350,4880.00
2351,4800.00
2352,4800.00
2353,4800.00
2354,4800.00
2355,4800.00
2356,4800.00
2357,4800.00
2358,4800.00
2359,4880.00
2360,4720.00
2361,4800.00
2362,4800.00
2363,4800.00
2364,4880.00
2365,160.00
2366,80.00
2367,4800.00
2368,4800.00
2369,4800.00
2370,4800.00
2371,0.00
2372,160.00
2373,1440.00
2374,4880.00
2375,4800.00
2376,4800.00
2377,4880.00
2378,80.00
2379,0.00
2380,160.00
2381,4800.00
2382,4800.00
2383,4800.00
2384,4800.00
2385,4880.00
2386,4800.00
2387,4800.00
2388,4880.00
2389,4800.00
2390,4800.00
2391,4800.00
2392,4720.00
2393,80.00
2394,0.00
2395,80.00
2396,4800.00
2397,4800.00
2398,4800.00
2399,4880.00
2400,0.00
2401,160.00
2402,4560.00
2403,4800.00
2404,4800.00
2405,4800.00
2406,4800.00
2407,80.00
2408,80.00
2409,4800.00
2410,4800.00
2411,4880.00
2412,4800.00
2413,4720.00
2414,4800.00
2415,80.00
2416,80.00
2417,4800.00
2418,4880.00
2419,4800.00
2420,4800.00
2421,4800.00
2422,0.00
2423,80.00
2424,80.00
2425,4800.00
2426,4800.00
2427,4800.00
2428,4800.00
2429,4800.00
2430,4800.00
2431,4800.00
2432,4800.00
2433,4800.00
2434,4800.00
2435,4800.00
2436,4880.00
2437,4800.00
2438,4880.00
2439,4800.00
2440,4800.00
2441,4880.00
2442,4880.00
2443,0.00
2444,80.00
2445,4880.00
2446,4800.00
2447,4800.00
2448,4800.00
2449,4800.00
2450,4800.00
2451,4800.00
2452,0.00
2453,160.00
2454,3840.00
2455,4880.00
2456,4800.00
2457,4800.00
2458,4800.00
2459,4800.00
2460,4880.00
2461,4880.00
2462,4800.00
2463,4800.00
2464,4800.00
2465,4800.00
2466,4800.00
2467,4800.00
2468,4880.00
2469,0.00
2470,160.00
2471,4800.00
2472,4800.00
2473,4800.00
2474,4800.00
2475,4800.00
2476,160.00
2477,160.00
2478,4880.00
2479,4880.00
2480,4800.00
2481,4800.00
2482,4800.00
2483,4800.00
2484,4800.00
2485,4800.00
2486,4800.00
2487,4800.00
2488,4800.00
2489,80.00
2490,0.00
2491,0.00
2492,4800.00
2493,4800.00
2494,4800.00
2495,4800.00
2496,4800.00
2497,4800.00
2498,4800.00
2499,4800.00
2500,4800.00
2501,4880.00
2502,4800.00
2503,4800.00
2504,4880.00
2505,4800.00
2506,4800.00
2507,4800.00
2508,4800.00
2509,4800.00
2510,4800.00
2511,4800.00
2512,4800.00
2513,4800.00
2514,0.00
2515,80.00
2516,0.00
2517,4880.00
2518,4880.00
2519,4800.00
2520,4800.00
2521,4800.00
2522,4800.00
2523,4800.00
2524,4800.00
2525,4800.00
2526,4720.00
2527,4800.00
2528,4800.00
2529,0.00
2530,0.00
2531,0.00
2532,4800.00
2533,4880.00
2534,4800.00
2535,4800.00
2536,4800.00
2537,4800.00
2538,4800.00
2539,80.00
2540,80.00
2541,4800.00
2542,4800.00
2543,4800.00
2544,4800.00
2545,4800.00
2546,4800.00
2547,4800.00
2548,4800.00
2549,4880.00
2550,4880.00
2551,4800.00
2552,4800.00
2553,4880.00
2554,4800.00
2555,4880.00
2556,4800.00
2557,4800.00
2558,4800.00
2559,0.00
2560,80.00
2561,4960.00
2562,4800.00
2563,4880.00
2564,4720.00
2565,4800.00
2566,4800.00
2567,80.00
2568,80.00
2569,80.00
2570,4800.00
2571,4880.00
2572,4800.00
2573,4800.00
2574,4880.00
2575,4800.00
2576,4800.00
2577,4800.00
2578,4800.00
2579,4880.00
2580,4800.00
2581,4720.00
2582,4800.00
2583,4800.00
2584,4800.00
2585,4800.00
2586,4800.00
2587,4800.00
2588,4800.00
2589,4800.00
2590,4800.00
2591,4880.00
2592,4800.00
2593,80.00
2594,80.00
2595,80.00
2596,4800.00
2597,4800.00
2598,4800.00
2599,4800.00
2600,4800.00
2601,4800.00
2602,4880.00
2603,4800.00
2604,4800.00
2605,4800.00
2606,4720.00
2607,4880.00
2608,4800.00
2609,4800.00
2610,4800.00
2611,4800.00
2612,4800.00
2613,4800.00
2614,4800.00
2615,4800.00
2616,4880.00
2617,4800.00
2618,4800.00
2619,4800.00
2620,4800.00
2621,4800.00
2622,4800.00
2623,4720.00
2624,160.00
2625,0.00
2626,4880.00
2627,4800.00
2628,4800.00
2629,4800.00
2630,4800.00
2631,80.00
2632,80.00
2633,4800.00
2634,4800.00
2635,4800.00
2636,4800.00
2637,4880.00
2638,4800.00
2639,4720.00
2640,4880.00
2641,4800.00
2642,4800.00
2643,4800.00
2644,4800.00
2645,4800.00
2646,4800.00
2647,4800.00
2648,4800.00
2649,4800.00
2650,4800.00
2651,4800.00
2652,4800.00
2653,4880.00
2654,4800.00
2655,4800.00
2656,4800.00
2657,4720.00
2658,4800.00
2659,4800.00
2660,4800.00
2661,4720.00
2662,4800.00
2663,4800.00
2664,4880.00
2665,4800.00
2666,4800.00
2667,4800.00
2668,4800.00
2669,4800.00
2670,4800.00
2671,4800.00
2672,4800.00
2673,4880.00
2674,4880.00
2675,4800.00
2676,4880.00
2677,4800.00
2678,4800.00
2679,4800.00
2680,4800.00
2681,4880.00
2682,4800.00
2683,4800.00
2684,4800.00
2685,4880.00
2686,4800.00
2687,4800.00
2688,4800.00
2689,0.00
2690,0.00
2691,0.00
2692,4800.00
2693,4800.00
2694,4800.00
2695,4800.00
2696,4800.00
2697,4800.00
2698,4800.00
2699,4800.00
2700,4720.00
2701,4800.00
2702,4800.00
2703,4720.00
2704,4800.00
2705,4800.00
2706,4800.00
2707,0.00
2708,80.00
2709,4800.00
2710,4720.00
2711,4720.00
2712,4800.00
2713,80.00
2714,80.00
2715,160.00
2716,4800.00
2717,4880.00
2718,4800.00
2719,4800.00
2720,4800.00
2721,0.00
2722,80.00
2723,0.00
2724,4800.00
2725,4800.00
2726,4800.00
2727,4800.00
2728,4800.00
2729,4800.00
2730,4800.00
2731,0.00
2732,80.00
2733,4800.00
2734,4800.00
2735,4800.00
2736,4800.00
2737,4800.00
2738,4720.00
2739,4800.00
2740,0.00
2741,0.00
2742,4800.00
2743,4800.00
2744,4800.00
2745,4800.00
2746,4800.00
2747,4800.00
2748,4800.00
2749,4800.00
2750,4880.00
2751,4800.00
2752,4880.00
2753,4800.00
2754,4800.00
2755,4800.00
2756,4800.00
2757,4800.00
2758,4800.00
2759,4880.00
2760,320.00
2761,80.00
2762,80.00
2763,4880.00
2764,4800.00
2765,4800.00
2766,4800.00
2767,4800.00
2768,4800.00
2769,4800.00
2770,4800.00
2771,4800.00
2772,4800.00
2773,0.00
2774,0.00
2775,4800.00
2776,4800.00
2777,4800.00
2778,4800.00
2779,4800.00
2780,4800.00
2781,4800.00
2782,4800.00
2783,4800.00
2784,4800.00
2785,4800.00
2786,4800.00
2787,4800.00
2788,4800.00
2789,4800.00
2790,4800.00
2791,4800.00
2792,0.00
2793,0.00
2794,4800.00
2795,4800.00
2796,4800.00
2797,4720.00
2798,80.00
2799,0.00
2800,0.00
2801,4880.00
2802,4800.00
2803,4800.00
2804,4800.00
2805,4800.00
2806,4800.00
2807,4800.00
2808,4800.00
2809,4720.00
2810,4800.00
2811,4800.00
2812,4800.00
2813,4720.00
2814,4800.00
2815,4800.00
2816,4800.00
2817,4720.00
2818,4800.00
2819,4720.00
2820,0.00
2821,0.00
2822,2560.00
2823,4800.00
2824,4800.00
2825,4720.00
2826,4800.00
2827,4800.00
2828,80.00
2829,160.00
2830,4800.00
2831,4800.00
2832,4800.00
2833,4800.00
2834,4800.00
2835,80.00
2836,80.00
2837,4080.00
2838,4800.00
2839,4800.00
2840,4880.00
2841,4800.00
2842,4800.00
2843,4800.00
2844,0.00
2845,160.00
2846,0.00
2847,4880.00
2848,4880.00
2849,4800.00
2850,4800.00
2851,4800.00
2852,4800.00
2853,4800.00
2854,4800.00
2855,4800.00
2856,160.00
2857,80.00
2858,4800.00
2859,4880.00
2860,4720.00
2861,4800.00
2862,0.00
2863,80.00
2864,0.00
2865,4800.00
2866,4800.00
2867,4800.00
2868,4880.00
2869,0.00
2870,80.00
2871,0.00
2872,4880.00
2873,4800.00
2874,4800.00
2875,4800.00
2876,4800.00
2877,4800.00
2878,4800.00
2879,4800.00
2880,4800.00
2881,4800.00
2882,4800.00
2883,4880.00
2884,4800.00
2885,4800.00
2886,4720.00
2887,4720.00
2888,4800.00
2889,80.00
2890,80.00
2891,4800.00
2892,4800.00
2893,4880.00
2894,4800.00
2895,4800.00
2896,4800.00
2897,80.00
2898,0.00
2899,4800.00
2900,4800.00
2901,4800.00
2902,4800.00
2903,80.00
2904,80.00
2905,4800.00
2906,4800.00
2907,4800.00
2908,4800.00
2909,4800.00
2910,4800.00
2911,0.00
2912,80.00
2913,4800.00
2914,4800.00
2915,4800.00
2916,4800.00
2917,4880.00
2918,4800.00
2919,4800.00
2920,0.00
2921,80.00
2922,160.00
2923,4880.00
2924,4800.00
2925,4800.00
2926,4800.00
2927,4720.00
2928,4800.00
2929,4720.00
2930,4800.00
2931,0.00
2932,80.00
2933,80.00
2934,4880.00
2935,4800.00
2936,4800.00
2937,4720.00
2938,4880.00
2939,0.00
2940,0.00
2941,4880.00
2942,4880.00
2943,4800.00
2944,4800.00
2945,4800.00
2946,4800.00
2947,4800.00
2948,4800.00
2949,4800.00
2950,4800.00
2951,320.00
2952,0.00
2953,0.00
2954,4800.00
2955,4800.00
2956,4880.00
2957,4640.00
2958,0.00
2959,80.00
2960,4560.00
2961,4800.00
2962,4800.00
2963,4800.00
2964,4800.00
2965,80.00
2966,80.00
2967,4800.00
2968,4800.00
2969,4800.00
2970,4800.00
2971,4720.00
2972,4800.00
2973,4800.00
2974,4800.00
2975,80.00
2976,160.00
2977,4800.00
2978,4880.00
2979,4800.00
2980,4720.00
2981,4800.00
2982,4800.00
2983,4800.00
2984,4800.00
2985,4800.00
2986,4800.00
2987,4800.00
2988,80.00
2989,80.00
2990,4800.00
2991,4800.00
2992,4800.00
2993,4800.00
2994,0.00
2995,0.00
2996,4800.00
2997,4720.00
2998,4800.00
2999,4800.00
3000,160.00
3001,80.00
3002,4560.00
3003,4800.00
3004,4800.00
3005,4800.00
3006,4800.00
3007,0.00
3008,0.00
3009,4800.00
3010,4800.00
3011,4800.00
3012,4800.00
3013,4800.00
3014,4800.00
3015,80.00
3016,0.00
3017,4800.00
3018,4800.00
3019,4800.00
3020,4800.00
3021,4800.00
3022,4800.00
3023,4800.00
3024,4800.00
3025,4800.00
3026,4800.00
3027,4720.00
3028,4800.00
3029,4800.00
3030,4800.00
3031,4800.00
3032,4800.00
3033,4800.00
3034,4800.00
3035,4720.00
3036,4800.00
3037,80.00
3038,80.00
3039,4800.00
3040,4800.00
3041,4800.00
3042,4880.00
3043,4800.00
3044,4800.00
3045,4720.00
3046,4800.00
3047,4800.00
3048,0.00
3049,80.00
3050,80.00
3051,4800.00
3052,4800.00
3053,4800.00
3054,4800.00
3055,4800.00
3056,4800.00
3057,4800.00
3058,4800.00
3059,4800.00
3060,4800.00
3061,4880.00
3062,4800.00
3063,4800.00
3064,4800.00
3065,4880.00
3066,80.00
3067,80.00
3068,4880.00
3069,4880.00
3070,4800.00
3071,4800.00
3072,4800.00
3073,4800.00
3074,80.00
3075,0.00
3076,4800.00
3077,4800.00
3078,4880.00
3079,4800.00
3080,4800.00
3081,4800.00
3082,4720.00
3083,4800.00
3084,4800.00
3085,4720.00
3086,4800.00
3087,4800.00
3088,4800.00
3089,4800.00
3090,4800.00
3091,80.00
3092,80.00
3093,4320.00
3094,4800.00
3095,4800.00
3096,4800.00
3097,4800.00
3098,4800.00
3099,4800.00
3100,4800.00
3101,4800.00
3102,4720.00
3103,4800.00
3104,4880.00
3105,4800.00
3106,4800.00
3107,4800.00
3108,4800.00
3109,4800.00
3110,4800.00
3111,4800.00
3112,4800.00
3113,4800.00
3114,4800.00
3115,4800.00
3116,4800.00
3117,4720.00
3118,4800.00
3119,4800.00
3120,0.00
3121,0.00
3122,4800.00
3123,4800.00
3124,4720.00
3125,4800.00
3126,4800.00
3127,4800.00
3128,4800.00
3129,4800.00
3130,4800.00
3131,4800.00
3132,4800.00
3133,80.00
3134,80.00
3135,0.00
3136,4800.00
3137,4800.00
3138,4800.00
3139,4800.00
3140,4800.00
3141,4800.00
3142,4800.00
3143,4880.00
3144,4880.00
3145,4800.00
3146,4800.00
3147,4800.00
3148,4800.00
3149,4880.00
3150,4800.00
3151,4720.00
3152,4800.00
3153,4800.00
3154,80.00
3155,0.00
3156,4560.00
3157,4800.00
3158,4800.00
3159,4800.00
3160,4640.00
3161,0.00
3162,0.00
3163,4720.00
3164,4720.00
3165,4800.00
3166,4800.00
3167,4800.00
3168,4880.00
3169,4800.00
3170,4800.00
3171,4800.00
3172,4720.00
3173,4800.00
3174,4800.00
3175,4800.00
3176,4800.00
3177,80.00
3178,0.00
3179,4880.00
3180,4800.00
3181,4800.00
3182,4800.00
3183,4800.00
3184,0.00
3185,0.00
3186,0.00
3187,4800.00
3188,4800.00
3189,4800.00
3190,4800.00
3191,4800.00
3192,80.00
3193,80.00
3194,80.00
3195,4800.00
3196,4800.00
3197,4800.00
3198,4720.00
3199,0.00
3200,160.00
3201,4880.00
3202,4800.00
3203,4720.00
3204,4720.00
3205,4800.00
3206,4800.00
3207,4800.00
3208,4800.00
3209,4800.00
3210,4800.00
3211,4800.00
3212,4800.00
3213,4800.00
3214,4800.00
3215,80.00
3216,80.00
3217,4800.00
3218,4800.00
3219,4800.00
3220,4800.00
3221,4720.00
3222,4800.00
3223,0.00
3224,0.00
3225,0.00
3226,4800.00
3227,4720.00
3228,4800.00
3229,4800.00
3230,4800.00
3231,4880.00
3232,4800.00
3233,4800.00
3234,4800.00
3235,4800.00
3236,4800.00
3237,4720.00
3238,4800.00
3239,4880.00
3240,4800.00
3241,4800.00
3242,4800.00
3243,4800.00
3244,4880.00
3245,4800.00
3246,4800.00
3247,4720.00
3248,4640.00
3249,4720.00
3250,4720.00
3251,4720.00
3252,4800.00
3253,4800.00
3254,0.00
3255,80.00
3256,4800.00
3257,4800.00
3258,4640.00
3259,4800.00
3260,4880.00
3261,4800.00
3262,4800.00
3263,4800.00
3264,4720.00
3265,4800.00
3266,4800.00
3267,4800.00
3268,4800.00
3269,4800.00
3270,4720.00
3271,4800.00
3272,4720.00
3273,80.00
3274,160.00
3275,4880.00
3276,4800.00
3277,4880.00
3278,4800.00
3279,4720.00
3280,4800.00
3281,4800.00
3282,4880.00
3283,4800.00
3284,4800.00
3285,4800.00
3286,4880.00
3287,4800.00
3288,4800.00
3289,4800.00
3290,4800.00
3291,4800.00
3292,4800.00
3293,4800.00
3294,4720.00
3295,80.00
3296,80.00
3297,4640.00
3298,4800.00
3299,4800.00
3300,4800.00
3301,0.00
3302,0.00
3303,4880.00
3304,4800.00
3305,4800.00
3306,4800.00
3307,4800.00
3308,80.00
3309,0.00
3310,4880.00
3311,4800.00
3312,4720.00
3313,4720.00
3314,4800.00
3315,4800.00
3316,0.00
3317,0.00
3318,3920.00
3319,4800.00
3320,4800.00
3321,4800.00
3322,4800.00
3323,4800.00
3324,4800.00
3325,4800.00
3326,4800.00
3327,4720.00
3328,4800.00
3329,4720.00
3330,4800.00
3331,4800.00
3332,4800.00
3333,4800.00
3334,4800.00
3335,4800.00
3336,0.00
3337,0.00
3338,4800.00
3339,4800.00
3340,4720.00
3341,4720.00
3342,4800.00
3343,4880.00
3344,4800.00
3345,0.00
3346,0.00
3347,160.00
3348,4800.00
3349,4800.00
3350,4800.00
3351,4720.00
3352,4800.00
3353,4800.00
3354,4800.00
3355,4800.00
3356,4800.00
3357,4800.00
3358,4720.00
3359,4720.00
3360,4720.00
3361,4800.00
3362,4800.00
3363,4720.00
3364,160.00
3365,160.00
3366,4880.00
3367,4800.00
3368,4800.00
3369,4800.00
3370,160.00
3371,80.00
3372,4560.00
3373,4800.00
3374,4800.00
3375,4880.00
3376,4800.00
3377,4800.00
3378,4720.00
3379,4800.00
3380,4800.00
3381,4800.00
3382,4720.00
3383,80.00
3384,160.00
3385,4800.00
3386,4800.00
3387,4800.00
3388,4800.00
3389,4720.00
3390,4800.00
3391,4800.00
3392,80.00
3393,0.00
3394,4000.00
3395,4800.00
3396,4720.00
3397,4800.00
3398,4800.00
3399,4800.00
3400,4800.00
3401,4800.00
3402,4800.00
3403,4800.00
3404,4800.00
3405,4800.00
3406,4800.00
3407,4800.00
3408,80.00
3409,0.00
3410,4800.00
3411,4800.00
3412,4800.00
3413,4800.00
3414,80.00
3415,80.00
3416,4800.00
3417,4800.00
3418,4800.00
3419,4800.00
3420,4800.00
3421,4720.00
3422,0.00
3423,0.00
3424,80.00
3425,4880.00
3426,4800.00
3427,4800.00
3428,4800.00
3429,4800.00
3430,4720.00
3431,4800.00
3432,4800.00
3433,4800.00
3434,4720.00
3435,4800.00
3436,80.00
3437,160.00
3438,4800.00
3439,4720.00
3440,4800.00
3441,4800.00
3442,4800.00
3443,4800.00
3444,4720.00
3445,4800.00
3446,4800.00
3447,4800.00
3448,4800.00
3449,4800.00
3450,2320.00
3451,160.00
3452,80.00
3453,4800.00
3454,4800.00
3455,4800.00
3456,4800.00
3457,4800.00
3458,4800.00
3459,4720.00
3460,0.00
3461,80.00
3462,4800.00
3463,4880.00
3464,4800.00
3465,4720.00
3466,4720.00
3467,4800.00
3468,4720.00
3469,4800.00
3470,4800.00
3471,4800.00
3472,4800.00
3473,4720.00
3474,4800.00
3475,4800.00
3476,4720.00
3477,4800.00
3478,4800.00
3479,4800.00
3480,4720.00
3481,4800.00
3482,4800.00
3483,4800.00
3484,4800.00
3485,4880.00
3486,4800.00
3487,0.00
3488,80.00
3489,160.00
3490,4800.00
3491,4800.00
3492,4800.00
3493,4800.00
3494,4800.00
3495,4800.00
3496,4800.00
3497,0.00
3498,0.00
3499,4800.00
3500,4720.00
3501,4800.00
3502,4720.00
3503,4720.00
3504,4800.00
3505,4720.00
3506,4800.00
3507,4720.00
3508,80.00
3509,80.00
3510,4800.00
3511,4800.00
3512,4800.00
3513,4720.00
3514,4720.00
3515,4720.00
3516,4800.00
3517,4800.00
3518,4800.00
3519,4800.00
3520,4800.00
3521,4800.00
3522,4800.00
3523,4800.00
3524,4800.00
3525,4800.00
3526,160.00
3527,0.00
3528,3200.00
3529,4800.00
3530,4800.00
3531,4720.00
3532,4800.00
3533,4800.00
3534,4800.00
3535,4720.00
3536,4800.00
3537,4800.00
3538,4800.00
3539,0.00
3540,80.00
3541,160.00
3542,4800.00
3543,4800.00
3544,4800.00
3545,4720.00
3546,0.00
3547,0.00
3548,4640.00
3549,4880.00
3550,4800.00
3551,4800.00
3552,4800.00
3553,4800.00
3554,4800.00
3555,4800.00
3556,4720.00
3557,4800.00
3558,4800.00
3559,4800.00
3560,4640.00
3561,4800.00
3562,4800.00
3563,4800.00
3564,4720.00
3565,0.00
3566,80.00
3567,80.00
3568,4800.00
3569,4800.00
3570,4800.00
3571,4800.00
3572,0.00
3573,0.00
3574,4800.00
3575,4800.00
3576,4880.00
3577,4800.00
3578,4800.00
3579,4800.00
3580,4800.00
3581,4800.00
3582,4720.00
3583,4800.00
3584,4800.00
3585,4720.00
3586,4800.00
3587,4800.00
3588,4800.00
3589,4640.00
3590,4720.00
3591,4720.00
3592,80.00
3593,0.00
3594,0.00
3595,4800.00
3596,4800.00
3597,4800.00
3598,80.00
3599,80.00
3600,4720.00
3601,4800.00
3602,4800.00
3603,4800.00
3604,4800.00
3605,4800.00
3606,80.00
3607,0.00
3608,4720.00
3609,4800.00
3610,4800.00
3611,4720.00
3612,4800.00
3613,4800.00
3614,80.00
3615,80.00
3616,4800.00
3617,4800.00
3618,4800.00
3619,4720.00
3620,4800.00
3621,80.00
3622,160.00
3623,80.00
3624,4800.00
3625,4800.00
3626,4800.00
3627,4720.00
3628,4800.00
3629,4800.00
3630,4800.00
3631,4800.00
3632,4800.00
3633,4800.00
3634,4800.00
3635,4720.00
3636,4640.00
3637,4800.00
3638,4880.00
3639,4800.00
3640,0.00
3641,80.00
3642,160.00
3643,4800.00
3644,4800.00
3645,4720.00
3646,4800.00
3647,4800.00
3648,4720.00
3649,4800.00
3650,4800.00
3651,4800.00
3652,4800.00
3653,80.00
3654,160.00
3655,4080.00
3656,4720.00
3657,4720.00
3658,4720.00
3659,4800.00
3660,4720.00
3661,4720.00
3662,4800.00
3663,4720.00
3664,4800.00
3665,4800.00
3666,4800.00
3667,4800.00
3668,4800.00
3669,4800.00
3670,4720.00
3671,0.00
3672,80.00
3673,4800.00
3674,4800.00
