index,CH2_Voltage(mV)
749,4800.00
750,4800.00
751,4800.00
752,4800.00
753,4800.00
754,4800.00
755,4800.00
756,4800.00
757,4800.00
758,4800.00
759,4800.00
760,4800.00
761,4800.00
762,4880.00
763,4800.00
764,4800.00
765,4800.00
766,4800.00
767,4800.00
768,4800.00
769,4880.00
770,4800.00
771,4800.00
772,4800.00
773,4800.00
774,4800.00
775,4720.00
776,4720.00
777,4880.00
778,4720.00
779,4880.00
780,4800.00
781,4880.00
782,4800.00
783,4800.00
784,4880.00
785,4720.00
786,4800.00
787,4800.00
788,4800.00
789,4800.00
790,4800.00
791,4800.00
792,4800.00
793,4800.00
794,4800.00
795,4800.00
796,4800.00
797,4800.00
798,4800.00
799,4800.00
800,4880.00
801,4800.00
802,4800.00
803,4800.00
804,4800.00
805,4800.00
806,4800.00
807,4800.00
808,4960.00
809,4720.00
810,4800.00
811,4800.00
812,4800.00
813,4800.00
814,4800.00
815,4880.00
816,4800.00
817,4800.00
818,4720.00
819,4880.00
820,4800.00
821,4800.00
822,4880.00
823,4800.00
824,4800.00
825,4800.00
826,4800.00
827,4800.00
828,4800.00
829,4800.00
830,4800.00
831,4800.00
832,4800.00
833,4800.00
834,4880.00
835,4800.00
836,4800.00
837,4800.00
838,4880.00
839,4800.00
840,4800.00
841,4800.00
842,4800.00
843,4800.00
844,4800.00
845,4800.00
846,4800.00
847,4800.00
848,4800.00
849,4800.00
850,4800.00
851,4800.00
852,4800.00
853,4800.00
854,4800.00
855,4800.00
856,4880.00
857,4800.00
858,4800.00
859,4800.00
860,4800.00
861,4720.00
862,4800.00
863,4800.00
864,4800.00
865,4800.00
866,4800.00
867,4800.00
868,4800.00
869,4800.00
870,4800.00
871,4800.00
872,4800.00
873,4800.00
874,4800.00
875,4800.00
876,4800.00
877,4800.00
878,4880.00
879,4800.00
880,4800.00
881,4800.00
882,4800.00
883,4800.00
884,4880.00
885,4800.00
886,4800.00
887,4800.00
888,4800.00
889,4800.00
890,4800.00
891,4800.00
892,4800.00
893,4800.00
894,4880.00
895,4720.00
896,4800.00
897,4800.00
898,4800.00
899,4880.00
900,4800.00
901,4800.00
902,4800.00
903,4800.00
904,4800.00
905,4720.00
906,4800.00
907,4800.00
908,4800.00
909,4720.00
910,4880.00
911,4800.00
912,4880.00
913,4800.00
914,4880.00
915,4880.00
916,4800.00
917,4800.00
918,4800.00
919,4800.00
920,4800.00
921,4720.00
922,4800.00
923,4800.00
924,4800.00
925,4880.00
926,4800.00
927,4800.00
928,4880.00
929,4800.00
930,4800.00
931,4800.00
932,4800.00
933,4800.00
934,4800.00
935,4880.00
936,4800.00
937,4800.00
938,4800.00
939,4800.00
940,4800.00
941,4880.00
942,4800.00
943,4800.00
944,4800.00
945,4800.00
946,4880.00
947,4800.00
948,4800.00
949,4800.00
950,4800.00
951,4800.00
952,4800.00
953,4800.00
954,4800.00
955,4800.00
956,4800.00
957,4800.00
958,4800.00
959,4800.00
960,4800.00
961,4800.00
962,4800.00
963,4800.00
964,4800.00
965,4800.00
966,4800.00
967,4800.00
968,4800.00
969,4800.00
970,4800.00
971,4800.00
972,4800.00
973,4720.00
974,4800.00
975,4800.00
976,4800.00
977,4880.00
978,4800.00
979,4800.00
980,4720.00
981,4800.00
982,4800.00
983,4880.00
984,4800.00
985,4800.00
986,4800.00
987,4720.00
988,4720.00
989,4880.00
990,4800.00
991,4800.00
992,4800.00
993,4800.00
994,4800.00
995,4800.00
996,4800.00
997,4800.00
998,4800.00
999,4800.00
1000,4880.00
1001,4800.00
1002,4720.00
1003,4800.00
1004,4880.00
1005,4800.00
1006,4800.00
1007,4800.00
1008,4800.00
1009,4800.00
1010,4800.00
1011,4800.00
1012,4800.00
1013,4800.00
1014,4800.00
1015,4800.00
1016,4800.00
1017,4800.00
1018,4640.00
1019,4800.00
1020,4800.00
1021,4800.00
1022,4800.00
1023,4800.00
1024,4800.00
1025,4800.00
1026,4800.00
1027,4800.00
1028,4800.00
1029,4800.00
1030,4800.00
1031,4800.00
1032,4800.00
1033,4800.00
1034,4800.00
1035,4800.00
1036,4880.00
1037,4800.00
1038,4800.00
1039,4800.00
1040,4800.00
1041,4800.00
1042,4800.00
1043,4800.00
1044,4800.00
1045,4800.00
1046,4800.00
1047,4880.00
1048,4800.00
1049,4800.00
1050,4800.00
1051,4800.00
1052,4800.00
1053,4800.00
1054,4800.00
1055,4800.00
1056,4800.00
1057,4720.00
1058,4800.00
1059,4720.00
1060,4800.00
1061,4800.00
1062,4800.00
1063,4880.00
1064,4800.00
1065,4800.00
1066,4800.00
1067,4800.00
1068,4880.00
1069,4800.00
1070,4800.00
1071,4800.00
1072,4800.00
1073,4800.00
1074,4800.00
1075,4800.00
1076,4800.00
1077,4880.00
1078,4800.00
1079,4880.00
1080,4880.00
1081,4880.00
1082,4880.00
1083,4800.00
1084,4800.00
1085,4800.00
1086,4800.00
1087,4800.00
1088,4800.00
1089,4800.00
1090,0.00
1091,160.00
1092,80.00
1093,4800.00
1094,4800.00
1095,4800.00
1096,4800.00
1097,4800.00
1098,4800.00
1099,4800.00
1100,4880.00
1101,4800.00
1102,4800.00
1103,4800.00
1104,0.00
1105,160.00
1106,0.00
1107,4800.00
1108,4800.00
1109,4880.00
1110,4880.00
1111,4800.00
1112,4800.00
1113,4720.00
1114,4800.00
1115,4880.00
1116,4960.00
1117,4800.00
1118,4800.00
1119,4800.00
1120,4960.00
1121,4880.00
1122,4800.00
1123,4800.00
1124,4800.00
1125,4800.00
1126,4800.00
1127,4800.00
1128,4800.00
1129,4880.00
1130,4800.00
1131,4800.00
1132,4800.00
1133,4800.00
1134,160.00
1135,0.00
1136,4800.00
1137,4800.00
1138,4800.00
1139,4800.00
1140,4880.00
1141,4800.00
1142,0.00
1143,80.00
1144,4800.00
1145,4800.00
1146,4800.00
1147,4800.00
1148,4800.00
1149,4800.00
1150,4800.00
1151,4880.00
1152,0.00
1153,80.00
1154,4720.00
1155,4800.00
1156,4800.00
1157,4800.00
1158,4800.00
1159,4720.00
1160,4800.00
1161,4800.00
1162,4800.00
1163,160.00
1164,0.00
1165,0.00
1166,4800.00
1167,4800.00
1168,4800.00
1169,4800.00
1170,4800.00
1171,4800.00
1172,0.00
1173,0.00
1174,4640.00
1175,4720.00
1176,4800.00
1177,4720.00
1178,4800.00
1179,4800.00
1180,4800.00
1181,0.00
1182,80.00
1183,80.00
1184,4800.00
1185,4800.00
1186,4800.00
1187,4880.00
1188,4800.00
1189,160.00
1190,0.00
1191,4800.00
1192,4800.00
1193,4880.00
1194,4880.00
1195,4880.00
1196,4880.00
1197,4800.00
1198,0.00
1199,160.00
1200,4800.00
1201,4800.00
1202,4880.00
1203,160.00
1204,80.00
1205,80.00
1206,4800.00
1207,4800.00
1208,4800.00
1209,4800.00
1210,4800.00
1211,4800.00
1212,4800.00
1213,4800.00
1214,4880.00
1215,4800.00
1216,4800.00
1217,4800.00
1218,4800.00
1219,4800.00
1220,4800.00
1221,0.00
1222,80.00
1223,0.00
1224,4800.00
1225,4880.00
1226,4800.00
1227,4720.00
1228,4800.00
1229,4880.00
1230,4800.00
1231,80.00
1232,0.00
1233,3920.00
1234,4800.00
1235,4880.00
1236,4800.00
1237,4800.00
1238,4800.00
1239,4800.00
1240,4800.00
1241,4800.00
1242,4800.00
1243,4800.00
1244,4800.00
1245,4800.00
1246,4800.00
1247,4800.00
1248,4800.00
1249,4800.00
1250,4800.00
1251,4800.00
1252,4800.00
1253,4800.00
1254,80.00
1255,80.00
1256,4800.00
1257,4880.00
1258,4800.00
1259,4800.00
1260,4880.00
1261,4800.00
1262,4800.00
1263,4800.00
1264,4800.00
1265,4800.00
1266,4720.00
1267,4800.00
1268,4800.00
1269,4800.00
1270,4800.00
1271,80.00
1272,0.00
1273,4880.00
1274,4880.00
1275,4800.00
1276,4720.00
1277,4800.00
1278,0.00
1279,0.00
1280,2080.00
1281,4880.00
1282,4880.00
1283,4720.00
1284,0.00
1285,80.00
1286,4800.00
1287,4800.00
1288,4800.00
1289,4800.00
1290,4800.00
1291,4800.00
1292,4800.00
1293,4800.00
1294,4800.00
1295,4800.00
1296,4800.00
1297,4800.00
1298,4800.00
1299,4800.00
1300,4800.00
1301,4800.00
1302,4800.00
1303,4800.00
1304,4800.00
1305,4800.00
1306,4800.00
1307,4800.00
1308,4880.00
1309,4800.00
1310,4800.00
1311,4800.00
1312,4800.00
1313,4800.00
1314,4800.00
1315,0.00
1316,0.00
1317,80.00
1318,4880.00
1319,4800.00
1320,4720.00
1321,4800.00
1322,4800.00
1323,4800.00
1324,4800.00
1325,4800.00
1326,4800.00
1327,4800.00
1328,4800.00
1329,4320.00
1330,0.00
1331,80.00
1332,4800.00
1333,4800.00
1334,4800.00
1335,4800.00
1336,0.00
1337,160.00
1338,4880.00
1339,4800.00
1340,80.00
1341,0.00
1342,4800.00
1343,4800.00
1344,4800.00
1345,4800.00
1346,4800.00
1347,4800.00
1348,4880.00
1349,4800.00
1350,4800.00
1351,4800.00
1352,4800.00
1353,4800.00
1354,4800.00
1355,4800.00
1356,4800.00
1357,4800.00
1358,4800.00
1359,160.00
1360,80.00
1361,0.00
1362,4800.00
1363,4880.00
1364,4800.00
1365,0.00
1366,0.00
1367,4880.00
1368,4800.00
1369,4800.00
1370,4800.00
1371,0.00
1372,0.00
1373,3680.00
1374,4800.00
1375,4800.00
1376,4800.00
1377,4800.00
1378,80.00
1379,0.00
1380,0.00
1381,4800.00
1382,4800.00
1383,4880.00
1384,4800.00
1385,4800.00
1386,4800.00
1387,4800.00
1388,4800.00
1389,4800.00
1390,4800.00
1391,4800.00
1392,4800.00
1393,4800.00
1394,4800.00
1395,4720.00
1396,4800.00
1397,4720.00
1398,0.00
1399,80.00
1400,3680.00
1401,4800.00
1402,4800.00
1403,4800.00
1404,4800.00
1405,4800.00
1406,4800.00
1407,4800.00
1408,4800.00
1409,4800.00
1410,4800.00
1411,4880.00
1412,4800.00
1413,4880.00
1414,80.00
1415,0.00
1416,0.00
1417,4800.00
1418,4800.00
1419,4800.00
1420,4800.00
1421,4800.00
1422,4800.00
1423,4800.00
1424,4800.00
1425,4800.00
1426,4800.00
1427,4800.00
1428,4800.00
1429,4800.00
1430,4880.00
1431,4800.00
1432,4880.00
1433,4800.00
1434,4800.00
1435,4800.00
1436,80.00
1437,0.00
1438,4000.00
1439,4880.00
1440,4800.00
1441,4800.00
1442,4800.00
1443,4800.00
1444,4880.00
1445,0.00
1446,160.00
1447,4880.00
1448,4800.00
1449,4800.00
1450,4800.00
1451,4800.00
1452,4800.00
1453,4800.00
1454,160.00
1455,0.00
1456,0.00
1457,4800.00
1458,4800.00
1459,4800.00
1460,4800.00
1461,160.00
1462,80.00
1463,4320.00
1464,4800.00
1465,4800.00
1466,4800.00
1467,4800.00
1468,4800.00
1469,4800.00
1470,4800.00
1471,4880.00
1472,80.00
1473,160.00
1474,4800.00
1475,4880.00
1476,4880.00
1477,4880.00
1478,4880.00
1479,4800.00
1480,4800.00
1481,0.00
1482,80.00
1483,4800.00
1484,4800.00
1485,4800.00
1486,4720.00
1487,4800.00
1488,0.00
1489,80.00
1490,880.00
1491,4800.00
1492,4800.00
1493,4800.00
1494,4880.00
1495,0.00
1496,0.00
1497,160.00
1498,4800.00
1499,4880.00
1500,4800.00
1501,4800.00
1502,4800.00
1503,4800.00
1504,4800.00
1505,4800.00
1506,4800.00
1507,4800.00
1508,4800.00
1509,4880.00
1510,4800.00
1511,4800.00
1512,4800.00
1513,0.00
1514,80.00
1515,80.00
1516,4800.00
1517,4800.00
1518,4800.00
1519,4800.00
1520,4800.00
1521,4800.00
1522,4800.00
1523,4800.00
1524,0.00
1525,0.00
1526,160.00
1527,4880.00
1528,4800.00
1529,4800.00
1530,4800.00
1531,4800.00
1532,-80.00
1533,80.00
1534,4640.00
1535,4880.00
1536,4880.00
1537,4800.00
1538,4800.00
1539,4800.00
1540,4800.00
1541,4800.00
1542,4800.00
1543,4880.00
1544,4880.00
1545,160.00
1546,160.00
1547,4800.00
1548,4800.00
1549,4800.00
1550,4800.00
1551,4800.00
1552,4800.00
1553,4800.00
1554,4800.00
1555,4800.00
1556,4880.00
1557,4880.00
1558,4800.00
1559,4800.00
1560,4800.00
1561,4800.00
1562,4800.00
1563,4800.00
1564,4800.00
1565,4800.00
1566,4800.00
1567,4800.00
1568,4800.00
1569,4800.00
1570,4800.00
1571,4800.00
1572,4720.00
1573,0.00
1574,0.00
1575,4800.00
1576,4800.00
1577,4800.00
1578,4800.00
1579,4800.00
1580,4800.00
1581,4800.00
1582,4800.00
1583,80.00
1584,0.00
1585,4800.00
1586,4880.00
1587,4800.00
1588,4800.00
1589,4800.00
1590,4800.00
1591,4720.00
1592,4800.00
1593,4800.00
1594,4800.00
1595,4800.00
1596,0.00
1597,80.00
1598,80.00
1599,4880.00
1600,4800.00
1601,4800.00
1602,0.00
1603,0.00
1604,4320.00
1605,4800.00
1606,4800.00
1607,4880.00
1608,4800.00
1609,0.00
1610,80.00
1611,80.00
1612,4800.00
1613,4800.00
1614,4800.00
1615,4800.00
1616,4800.00
1617,4800.00
1618,4800.00
1619,4800.00
1620,4880.00
1621,4800.00
1622,4800.00
1623,4800.00
1624,4800.00
1625,4800.00
1626,4800.00
1627,0.00
1628,160.00
1629,80.00
1630,4800.00
1631,4800.00
1632,4880.00
1633,4800.00
1634,4800.00
1635,3040.00
1636,160.00
1637,80.00
1638,4800.00
1639,4800.00
1640,4800.00
1641,4800.00
1642,4800.00
1643,4800.00
1644,0.00
1645,0.00
1646,0.00
1647,4800.00
1648,4800.00
1649,4800.00
1650,4800.00
1651,4800.00
1652,4800.00
1653,4880.00
1654,4880.00
1655,0.00
1656,80.00
1657,4800.00
1658,4800.00
1659,4800.00
1660,4800.00
1661,4800.00
1662,4800.00
1663,4800.00
1664,4800.00
1665,4800.00
1666,4800.00
1667,4800.00
1668,4800.00
1669,4800.00
1670,4800.00
1671,4800.00
1672,4800.00
1673,4880.00
1674,4800.00
1675,4800.00
1676,4880.00
1677,4800.00
1678,4800.00
1679,4800.00
1680,4800.00
1681,4800.00
1682,4800.00
1683,-80.00
1684,0.00
1685,0.00
1686,4800.00
1687,4800.00
1688,4960.00
1689,4800.00
1690,4800.00
1691,4800.00
1692,4880.00
1693,4800.00
1694,4800.00
1695,4880.00
1696,4800.00
1697,4800.00
1698,160.00
1699,80.00
1700,4800.00
1701,4800.00
1702,4800.00
1703,4800.00
1704,4800.00
1705,0.00
1706,0.00
1707,4800.00
1708,4800.00
1709,4880.00
1710,4880.00
1711,4800.00
1712,4800.00
1713,4800.00
1714,4800.00
1715,4800.00
1716,4800.00
1717,4800.00
1718,4720.00
1719,4800.00
1720,4720.00
1721,4800.00
1722,4800.00
1723,4800.00
1724,4720.00
1725,4800.00
1726,4800.00
1727,4800.00
1728,4800.00
1729,4880.00
1730,4800.00
1731,4800.00
1732,4800.00
1733,4800.00
1734,4800.00
1735,0.00
1736,0.00
1737,160.00
1738,4800.00
1739,4800.00
1740,4800.00
1741,4800.00
1742,4800.00
1743,4720.00
1744,4880.00
1745,4800.00
1746,4720.00
1747,4800.00
1748,80.00
1749,80.00
1750,4800.00
1751,4800.00
1752,4800.00
1753,4800.00
1754,4800.00
1755,4720.00
1756,4800.00
1757,4800.00
1758,4800.00
1759,4800.00
1760,4800.00
1761,4720.00
1762,4800.00
1763,4800.00
1764,4880.00
1765,4800.00
1766,4800.00
1767,4800.00
1768,0.00
1769,0.00
1770,4880.00
1771,4800.00
1772,4800.00
1773,4720.00
1774,4800.00
1775,4880.00
1776,4880.00
1777,4880.00
1778,4800.00
1779,4800.00
1780,4800.00
1781,4800.00
1782,4800.00
1783,4800.00
1784,4800.00
1785,4800.00
1786,4800.00
1787,80.00
1788,160.00
1789,4800.00
1790,4800.00
1791,4720.00
1792,4800.00
1793,4800.00
1794,4720.00
1795,4800.00
1796,4800.00
1797,4800.00
1798,4800.00
1799,4800.00
1800,4800.00
1801,4800.00
1802,80.00
1803,80.00
1804,4800.00
1805,4800.00
1806,4800.00
1807,4800.00
1808,4800.00
1809,0.00
1810,0.00
1811,4880.00
1812,4800.00
1813,4800.00
1814,4720.00
1815,4800.00
1816,4800.00
1817,4800.00
1818,4800.00
1819,4800.00
1820,4720.00
1821,4800.00
1822,4800.00
1823,4880.00
1824,4800.00
1825,4800.00
1826,4800.00
1827,4800.00
1828,4800.00
1829,4800.00
1830,80.00
1831,80.00
1832,4560.00
1833,4800.00
1834,4800.00
1835,4800.00
1836,4720.00
1837,4720.00
1838,4800.00
1839,4800.00
1840,4800.00
1841,4800.00
1842,4800.00
1843,4800.00
1844,4800.00
1845,4800.00
1846,4800.00
1847,4800.00
1848,0.00
1849,0.00
1850,4880.00
1851,4800.00
1852,4800.00
1853,4800.00
1854,4800.00
1855,80.00
1856,160.00
1857,4800.00
1858,4800.00
1859,4880.00
1860,4800.00
1861,4800.00
1862,4800.00
1863,80.00
1864,160.00
1865,4800.00
1866,4800.00
1867,4800.00
1868,4800.00
1869,4800.00
1870,4800.00
1871,4800.00
1872,4800.00
1873,4800.00
1874,4800.00
1875,4720.00
1876,4800.00
1877,4800.00
1878,4800.00
1879,4640.00
1880,4720.00
1881,4800.00
1882,0.00
1883,160.00
1884,4800.00
1885,4800.00
1886,4800.00
